fight_id,event_id,left_fighter_id,left_fighter_name,right_fighter_id,right_fighter_name,winner,winner_name,is_main_event,match,round,time,method,weight_class,referee_id,referee_name
ab215dcbb0c647d59704241117c2f9c1,7e3c45a3a0ad4324b48515068d3cfeee,fd062899840647319b7f970cd353f7d3,Armen Petrosyan,6afa2444e3734f268bea73b40dae48af,A.J. Dobson,L,Armen Petrosyan,False,3,3,00:5:00,Decision (Unanimous),Middleweight,89d2769656084090af39b28bb8a54ef8,Jason Herzog
4877b0d3f2c249b08deab0fc4c2f73a4,7e3c45a3a0ad4324b48515068d3cfeee,feaa7b34e6994af683253a82994b321c,Muhammad Mokaev,ef97a0702b88446cb08a8f3501947340,Malcolm Gordon,L,Muhammad Mokaev,False,2,3,00:4:26,Submission (Armbar),Flyweight,89d2769656084090af39b28bb8a54ef8,Jason Herzog
60ffbdd1e4414571ad62bf94e499617b,7e3c45a3a0ad4324b48515068d3cfeee,1a8a30b1bd9e4f0884fd703a434bf1b9,Karol Rosa,a996f872a222494bb8f0e768935ab550,Lina Lansberg,L,Karol Rosa,False,1,3,00:5:00,Decision (Majority),Bantamweight,89d2769656084090af39b28bb8a54ef8,Jason Herzog
66c53d77f18d4a3a8899a8e57e185014,a6c810250ff44d53bc06a616e0687362,c2a2d27f07c84466badc536790ac31de,Alexa Grasso,462af882690447edb3fb395ddbb03157,Viviane Araujo,L,Alexa Grasso,True,11,5,00:5:00,Decision (Unanimous),Flyweight,6695d58412a341ecb0801d81aadb8f4c,Mark Smith
42511f6ca77448439ee7c04cabf6af41,a6c810250ff44d53bc06a616e0687362,f8398f7233aa478ca1c36a4a03072ad3,Jonathan Martinez,396d6f4be0ef440d82b5aa382da78df3,Cub Swanson,L,Jonathan Martinez,False,10,2,00:4:19,TKO (Leg Kick),Bantamweight,6695d58412a341ecb0801d81aadb8f4c,Mark Smith
4ea3a5d0cf664e29b5d23adbdf6d92c7,a6c810250ff44d53bc06a616e0687362,6539f6d3c6de453c800e9ea05fee09fa,Dusko Todorovic,9432762a69364d27a8a716d821a73d8a,Jordan Wright,L,Dusko Todorovic,False,9,2,00:3:12,TKO (Punches and Elbows),Middleweight,6695d58412a341ecb0801d81aadb8f4c,Mark Smith
b69151bce8614cf4ac3afc13ee73ced1,a6c810250ff44d53bc06a616e0687362,f9a23177401044f5994d680c13c8281a,Raphael Assuncao,7b880c4a0a534ce490ab1c506d52fe16,Victor Henry,L,Raphael Assuncao,False,8,3,00:5:00,Decision (Unanimous),Bantamweight,6695d58412a341ecb0801d81aadb8f4c,Mark Smith
44709b24917a43d99d34ab62c0467aa5,a6c810250ff44d53bc06a616e0687362,5d977fc97adb4df888c4e25031679eaa,Alonzo Menifield,514dd3b269ff464e99a4b7c4ef6962e2,Misha Cirkunov,L,Alonzo Menifield,False,7,1,00:1:28,KO (Punches),Light Heavyweight,6695d58412a341ecb0801d81aadb8f4c,Mark Smith
e96aad83c77943f1a1e9b6b4c2ae68f7,a6c810250ff44d53bc06a616e0687362,32a468a9834f4096829f0c4c81be2a98,Leomana Martinez,6093cbe94dcf4192a2a19107f83470f8,Brandon Davis,L,Leomana Martinez,False,6,3,00:5:00,Decision (Split),Bantamweight,6695d58412a341ecb0801d81aadb8f4c,Mark Smith
45d0192f7db44a8da6e9472286bc152c,a6c810250ff44d53bc06a616e0687362,15c3eef504554f89940e3a38a1b55386,Jacob Malkoun,194fe9360ee4457e87a3cb6adce5e0c3,Nick Maximov,L,Jacob Malkoun,False,5,3,00:5:00,Decision (Unanimous),Middleweight,6695d58412a341ecb0801d81aadb8f4c,Mark Smith
6dc990d537a343f7afbd28a27f379323,a6c810250ff44d53bc06a616e0687362,96f923b4c3c747d582783aacfcff6f82,Joanderson Brito,bea20f1d9dc34553ae9e5b79b03a8fda,Lucas Alexander,L,Joanderson Brito,False,4,1,00:2:02,Submission (Rear-Naked Choke),Featherweight,6695d58412a341ecb0801d81aadb8f4c,Mark Smith
7a031ada29074dcb836d41e347648f24,a6c810250ff44d53bc06a616e0687362,a96f8a0e99ce4cd4b07ec13a0a23b461,Piera Rodriguez,d3bbd3aa532044cf9e00f784c67c94df,Sam Hughes,L,Piera Rodriguez,False,3,3,00:5:00,Decision (Unanimous),Strawweight,6695d58412a341ecb0801d81aadb8f4c,Mark Smith
2625e91b8beb420a81a4e6e976f91862,a6c810250ff44d53bc06a616e0687362,3ceedc3e92a64019a0749b8bdfc984d5,Tatsuro Taira,6770077c13be44978c5855a4571cb909,C.J. Vergara,L,Tatsuro Taira,False,2,2,00:4:19,Submission (Armbar),129lb Catchweight,6695d58412a341ecb0801d81aadb8f4c,Mark Smith
182aa0d45aed4018b069bb4a90178ae6,a6c810250ff44d53bc06a616e0687362,56d9769a6d054dd6b5478f6d775d6aa8,Pete Rodriguez,266d54bf99544d9c97a74a23ea9142bb,Mike Jackson,L,Pete Rodriguez,False,1,1,00:1:33,KO (Punches and Knee),Welterweight,6695d58412a341ecb0801d81aadb8f4c,Mark Smith
2d246a33a35c49ad832ff60a8dc3e776,f3bf5e5bbdf94e7f8cb02691faf15e7c,e3794feabba649768ca9862f8b309870,Xiaonan Yan,4a27a3061e41451f9fc4a887e20fe719,Mackenzie Dern,L,Xiaonan Yan,True,11,5,00:5:00,Decision (Majority),Strawweight,02d7ba21827347d0bd224a27f6892423,Chris Tognoni
a9ea91ba8ee840f7a0131b2ca8f571cc,f3bf5e5bbdf94e7f8cb02691faf15e7c,9100b86f0f5c495a9c2ee5b99f17acba,Randy Brown,8799abc384ff4dd7acb2c3c6124c2a43,Francisco Trinaldo,L,Randy Brown,False,10,3,00:5:00,Decision (Unanimous),Welterweight,02d7ba21827347d0bd224a27f6892423,Chris Tognoni
7b1c7047ac604dae9f2f3a1e5f0074f3,f3bf5e5bbdf94e7f8cb02691faf15e7c,d2a168505f5a46e0aa27f3134b829d5a,Raoni Barcelos,61dffe9df9c14f569c24621455436a9b,Trevin Jones,L,Raoni Barcelos,False,9,3,00:5:00,Decision (Unanimous),Bantamweight,02d7ba21827347d0bd224a27f6892423,Chris Tognoni
ef17fedb44db4af2b23a71a4f4d77f7d,f3bf5e5bbdf94e7f8cb02691faf15e7c,7b7b2cc9828d49068ebf69375899521a,Sodiq Yusuff,c583d97c9f6445d6acc1ce2d817d642a,Don Shainis,L,Sodiq Yusuff,False,8,1,00:0:30,Submission (Guillotine Choke),Featherweight,02d7ba21827347d0bd224a27f6892423,Chris Tognoni
f3ad2f1e99d748c5aa5d1011473a83d1,f3bf5e5bbdf94e7f8cb02691faf15e7c,1c64df03b7c34a77b48240fbf123f7f7,Mike Davis,e453da842fb64e8291063ef0ed434626,Viacheslav Borshchev,L,Mike Davis,False,7,3,00:5:00,Decision (Unanimous),Lightweight,02d7ba21827347d0bd224a27f6892423,Chris Tognoni
e0c9382fc3d346378ca4715999ebbad3,f3bf5e5bbdf94e7f8cb02691faf15e7c,5b5f4bc2beca48c0919f6ca84c7aa872,Daniel Santos,7f9e5d79957240088eb04ff74ffcffb6,John Castaneda,L,Daniel Santos,False,6,2,00:4:28,KO (Punches and Knee),140lb Catchweight,02d7ba21827347d0bd224a27f6892423,Chris Tognoni
cfbad9ce40fc48fb95b5989c04ae832c,f3bf5e5bbdf94e7f8cb02691faf15e7c,457dfc8b8cad4ba5b2679049f7e7a76a,Ilir Latifi,872dfd1345f74e04a7af3f5aac32cea5,Alexey Oleynik,L,Ilir Latifi,False,5,3,00:5:00,Decision (Unanimous),Heavyweight,02d7ba21827347d0bd224a27f6892423,Chris Tognoni
b1c76a7a3a0843edb1fe45c9aca99b16,f3bf5e5bbdf94e7f8cb02691faf15e7c,be7a08b39ab240abb76ba045c709c899,Joaquim Silva,a36ec0498db649628841fae76ea772bd,Jesse Ronson,L,Joaquim Silva,False,4,2,00:3:08,TKO (Knee and Punches),Lightweight,02d7ba21827347d0bd224a27f6892423,Chris Tognoni
96ad702a1eeb4f4abf87dacc7fc3335d,f3bf5e5bbdf94e7f8cb02691faf15e7c,c9521bc9fdcb4083a706c3d97effddf4,Brendan Allen,39f31e9f8b0b43e1a8fd985ae5d2ad72,Krzysztof Jotko,L,Brendan Allen,False,3,1,00:4:17,Submission (Rear-Naked Choke),Middleweight,02d7ba21827347d0bd224a27f6892423,Chris Tognoni
473e416c151f481b88e1ea92f87fbfd3,f3bf5e5bbdf94e7f8cb02691faf15e7c,1091101feb5f42d783a89a61e29525cc,Chelsea Chandler,4f26af0cae3b453fa2bb33ca3d1c97b0,Julija Stoliarenko,L,Chelsea Chandler,False,2,1,00:4:15,TKO (Punches),140lb Catchweight,02d7ba21827347d0bd224a27f6892423,Chris Tognoni
f57045f190ad4cfab05d9b93744a2643,f3bf5e5bbdf94e7f8cb02691faf15e7c,5d3474bc26234ccfadd60c5a6a3052ee,Guido Cannetti,0163ec9afba047f794b5ed0a425a5eb5,Randy Costa,L,Guido Cannetti,False,1,1,00:1:04,Submission (Rear-Naked Choke),Bantamweight,02d7ba21827347d0bd224a27f6892423,Chris Tognoni
85fa14ace710453c92428c89f8ec6b8d,371666f895e744b289ffedee2e213123,c3bf084491724da9b0b59cfaadfe6d0a,Cory Sandhagen,7c3bcde57efd42ccaca662360bc7e01e,Yadong Song,L,Cory Sandhagen,True,13,4,00:5:00,TKO (Doctor Stoppage),Bantamweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
eea5d0091e064676a96044e52de817a5,371666f895e744b289ffedee2e213123,0c505552837847d2b6092bdf04f2b6c1,Gregory Rodrigues,b9bd383477be4321ba1fb5b025d417b8,Chidi Njokuani,L,Gregory Rodrigues,False,12,2,00:1:27,TKO (Punches),Middleweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
08bd280d3cdc442ca507e20de634c31b,371666f895e744b289ffedee2e213123,afd57ab2545d4a6db4a277568cf1a842,Andre Fili,ba8a550f8fbb4d7d9444af3f69f81509,Bill Algeo,L,Andre Fili,False,11,3,00:5:00,Decision (Split),Featherweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
bd5ac280af7242db9f52cda60d391f63,371666f895e744b289ffedee2e213123,8f9edc2ad3ee42a9a5e77f21b8120217,Joe Pyfer,101658daaf26492fa44e73088f593565,Alen Amedovski,L,Joe Pyfer,False,10,1,00:3:55,TKO (Punches),Middleweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
233eb777e3344d1b839fe431ec5dc333,371666f895e744b289ffedee2e213123,8f2facd884d34ad088eefaaf13102f4a,Rodrigo Nascimento,214e7b6b08f3455b9aea83bfe7c48a79,Tanner Boser,L,Rodrigo Nascimento,False,9,3,00:5:00,Decision (Split),Heavyweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
fee438147d114b828007a547a3d9b6e0,371666f895e744b289ffedee2e213123,5eefdce0ae7a4c709b1491a4c806e7bd,Anthony Hernandez,f6679febe9594860adb884703dbe1f2a,Marc-Andre Barriault,L,Anthony Hernandez,False,8,3,00:1:53,Technical Submission (Arm-Triangle Choke),Middleweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
eb625cefed034f928d766d1fea03df49,371666f895e744b289ffedee2e213123,47bf21a5d00e4662a50e18b579787c7e,Damon Jackson,4897315eff99409dad53c8a5ab0d3c5c,Pat Sabatini,L,Damon Jackson,False,7,1,00:1:09,TKO (Submission to Punches),Featherweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
0d8adc4412294a6681173ddf5f13cf44,371666f895e744b289ffedee2e213123,f2fcd539990b40cfa43ad26d9503cded,Trevin Giles,3b4d326c7631407cbc37a9c4d959405b,Louis Cosce,L,Trevin Giles,False,6,3,00:5:00,Decision (Unanimous),Welterweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
91ad511feab64bb6b590cdc0f2f8aab8,371666f895e744b289ffedee2e213123,e79924f2423f410c84f7cde3ef4a6ea5,Konklak Suphisara,12e41104e07b4d54a6ad02679da61d65,Denise Gomes,L,Konklak Suphisara,False,5,3,00:5:00,Decision (Unanimous),Strawweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
2b65211a5f7340b5a454800378eb3921,371666f895e744b289ffedee2e213123,6ad8b70856b6480eb9470530ad295b0c,Trey Ogden,c6ebb3f8e5bb4946adc0009b464d874a,Daniel Zellhuber,L,Trey Ogden,False,4,3,00:5:00,Decision (Unanimous),Lightweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
a5703744b0d34243877559c9716a1748,371666f895e744b289ffedee2e213123,369b7b0db43a47e3aff08cc87aeab761,Gillian Robertson,9d482c88b84b412581009bdc3f211fff,Mariya Agapova,L,Gillian Robertson,False,3,2,00:2:19,Technical Submission (Rear-Naked Choke),Flyweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
9e130c3c24834227ac3fae6de0a69efb,371666f895e744b289ffedee2e213123,596060e4f7ad4d36b0724e228feee9e1,Javid Basharat,43d71a150e104e139fd10905bb7317f7,Tony Gravely,L,Javid Basharat,False,2,3,00:5:00,Decision (Unanimous),Bantamweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
547291738bc94e03b8edc4d9ba4cb671,371666f895e744b289ffedee2e213123,f1ab18e395f341edb5f58853246ce036,Nikolas Motta,5fabc9ae3799486aaabd4b724ac34b32,Cameron VanCamp,L,Nikolas Motta,False,1,1,00:3:49,TKO (Punches),Lightweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
6c199b4304034c29a2e7b71a82088915,f3c73226792842499459380e38988088,8814be94c13e449a857939497e168bd1,Nate Diaz,13c29d3d673d42688b446fbffbc3c9c7,Tony Ferguson,L,Nate Diaz,True,13,4,00:2:52,Submission (Guillotine Choke),Welterweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
3007f8d355974439b2e5b3c5d0aaa113,f3c73226792842499459380e38988088,243e90dd5aec421b858dd011da21aa97,Khamzat Chimaev,2b06e6a690064d92bc69c2810716ae41,Kevin Holland,L,Khamzat Chimaev,False,12,1,00:2:13,Submission (Brabo Choke),180lb Catchweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
dffdf16aaf88413b997b5de8b89d419c,f3c73226792842499459380e38988088,89c10d575bca4795a99cacffbb0d340a,Daniel Rodriguez,0653a73a8b974b55b77a0214f50ac18b,Jingliang Li,L,Daniel Rodriguez,False,11,3,00:5:00,Decision (Split),180lb Catchweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
9f1eb996cc694926bce161254c6ce57c,f3c73226792842499459380e38988088,3e3b3ee28e07475484988c30fa47fd0c,Irene Aldana,810a16ddf923493fb3134fbdb8b7e382,Macy Chiasson,L,Irene Aldana,False,10,3,00:2:21,KO (Upkick to the Body),140lb Catchweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
4fcf739bac764cd9bcaca2843b3aa00a,f3c73226792842499459380e38988088,7b093a77368349829d06bff8af2f8c44,Johnny Walker,ae5851b91c424dbc83a9a189f5d0bf22,Ion Cutelaba,L,Johnny Walker,False,9,1,00:4:37,Submission (Rear-Naked Choke),Light Heavyweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
f834e3200ab74aaba0d2164caf53b1d4,f3c73226792842499459380e38988088,80662ffb80084d7ea37c2a98600829da,Julian Erosa,fdb141bb8ce24a3293d75cf59ccc34b4,Hakeem Dawodu,L,Julian Erosa,False,8,3,00:5:00,Decision (Unanimous),150lb Catchweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
886ebcbc19d4418bb65075a3ed72dcf7,f3c73226792842499459380e38988088,29041345d75f40f0a12880e070bb06a8,Jailton Almeida,c45ce707ab9c4864b461b8fe15183d57,Anton Turkalj,L,Jailton Almeida,False,7,1,00:4:27,Submission (Rear-Naked Choke),220lb Catchweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
9538b8e1eaf84d2988de4dc42a416170,f3c73226792842499459380e38988088,30c8b016d7db4251aa94f11acab3c1b8,Denis Tiuliulin,74e5db7f256a4039a8516c88a8f7892e,Jamie Pickett,L,Denis Tiuliulin,False,6,2,00:4:52,TKO (Knees and Punches),Middleweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
2ed9b2747620498e9d224866e6442873,f3c73226792842499459380e38988088,1283b414b32b4505ac763e65e6d087f7,Chris Barnett,a6c91d4381e945a2becce49e1a02abc0,Jake Collier,L,Chris Barnett,False,5,2,00:2:24,TKO (Punches),Heavyweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
0dea2535ba7f4dcd98c011e59c19897a,f3c73226792842499459380e38988088,bcdf464a4ba540919239341cc58d9638,Norma Dumont,05b324ffc0f24f86b46ee6e9c4899c3f,Danyelle Wolf,L,Norma Dumont,False,4,3,00:5:00,Decision (Unanimous),Featherweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
3f75a2e475724bfe94822dde30c3d1bb,f3c73226792842499459380e38988088,add8f8e2975c49729ca27792188eccec,Heili Alateng,e20ad4011b6146cc817cd17f9032823f,Chad Anheliger,L,Heili Alateng,False,3,3,00:5:00,Decision (Unanimous),Bantamweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
7b85f86401de4a959a954211a626d837,f3c73226792842499459380e38988088,9cf03ed1ff7d4eaca60eaeba7680430c,Elise Reed,be45c71db6544fa58aeb00686f6ba281,Melissa Martinez,L,Elise Reed,False,2,3,00:5:00,Decision (Unanimous),Strawweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
406c9bb6e40b4ffb990c995c6ca61611,f3c73226792842499459380e38988088,a538c558466f42ed9da10934502f58f2,Yohan Lainesse,d7febcdde5fa4e9fb5a78e0f16d8a78d,Darian Weeks,L,Yohan Lainesse,False,1,3,00:5:00,Decision (Split),Welterweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
89e778cead6b4128968a8f3019953f78,8e17715e284b43a68e02a3f625e855b7,2ab4451d51f44786a2a3add63fb9ce11,Ciryl Gane,4ef92545069244e5805d40b042e91dfc,Tai Tuivasa,L,Ciryl Gane,True,12,3,00:4:23,KO (Punches),Heavyweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
2b7d823fd64f44ab8de66094b6a4c75d,8e17715e284b43a68e02a3f625e855b7,eb4c863d07e94de0957f817d303778f7,Robert Whittaker,1b4a81b03af842c89b14d04d9b48927a,Marvin Vettori,L,Robert Whittaker,False,11,3,00:5:00,Decision (Unanimous),Middleweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
2da3c25e16364eeda5cb49f99b9937a4,8e17715e284b43a68e02a3f625e855b7,b8b0797b74e54034b0574d54661f8526,Nassourdine Imavov,7bf08b0417a540e3ae93a829dce116c9,Joaquin Buckley,L,Nassourdine Imavov,False,10,3,00:5:00,Decision (Unanimous),Middleweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
969b5b6a5ef24468bb965a9ebbc66ada,8e17715e284b43a68e02a3f625e855b7,be33879e58e14a5e8ae78696e29d3947,Roman Kopylov,a4f22149b007416b84185863a857cd2c,Alessio Di Chirico,L,Roman Kopylov,False,9,3,00:1:09,KO (Punches),Middleweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
521a9d10198547b086ffbc1e35f4f678,8e17715e284b43a68e02a3f625e855b7,f9f3393e0ced48bc9e9efc83b98fa6f2,William Gomis,618d1268cac64b01a4017ab0a7b855e0,Jarno Errens,L,William Gomis,False,8,3,00:5:00,Decision (Majority),Featherweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
25535157dca54cf19f70eb9eec3d1ad4,8e17715e284b43a68e02a3f625e855b7,7a66ca13985541e2876134b3a15ab68b,Nathaniel Wood,e10d5c8f4b2c4101ba57c6c983f7202f,Charles Jourdain,L,Nathaniel Wood,False,7,3,00:5:00,Decision (Unanimous),Featherweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
643d378ae2bd485a810246242e1e4aeb,8e17715e284b43a68e02a3f625e855b7,364ec3c5dac5489b9033ffc2ad568f5b,Abusupiyan Magomedov,b497056e968b4935ad4abeea59ab59fa,Dustin Stoltzfus,L,Abusupiyan Magomedov,False,6,1,00:0:19,TKO (Front Kick and Punches),Middleweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
dc073728fd874102bed68f3e40940d95,8e17715e284b43a68e02a3f625e855b7,56cff36a07c1490681066b0fdd0527ed,Nasrat Haqparast,049104493fd34e6c8836cf5244ebc5e3,John Makdessi,L,Nasrat Haqparast,False,5,3,00:5:00,Decision (Unanimous),Lightweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
c886f7030999430eba3e8e2ccd97f1a3,8e17715e284b43a68e02a3f625e855b7,ef744ab541a344a5bb6e6c4fb5214ce7,Fares Ziam,25aaaa7b53cf4bc0949851175e379adc,Michal Figlak,L,Fares Ziam,False,4,3,00:5:00,Decision (Unanimous),Lightweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
8b3bb4d457134a7a98361e692a9b99fe,8e17715e284b43a68e02a3f625e855b7,95890064b01a4114af6c256081f7044e,Benoit St. Denis,4b2cb624807d49909302c6e0dd6f3d12,Gabriel Miranda,L,Benoit St. Denis,False,3,2,00:0:16,TKO (Punches),Lightweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
42fcd2188eb94ecdaacaabdc2f372626,8e17715e284b43a68e02a3f625e855b7,209215ba78064e59957e759e932a2bda,Cristian Quinonez,29ffa8542aff43a2b4b8055c8ab36728,Khalid Taha,L,Cristian Quinonez,False,2,1,00:3:15,TKO (Punches),Bantamweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
261c26f713d9484f8f3f050b15a3036b,8e17715e284b43a68e02a3f625e855b7,47714fee5cf7417cb1bcc11a2f19e97d,Stephanie Egger,d30504f33d5e445390c9f2ac949862fd,Ailin Perez,L,Stephanie Egger,False,1,2,00:4:54,Submission (Rear-Naked Choke),Featherweight,45a3e1bf542d4832b9fe4d27293e6198,Marc Goddard
75c45288946340e38ef9147ca007bb88,db977823b7af409eaff525dd5894d76e,52e1cbdda64f400cad0c64fc267e73ce,Leon Edwards,669a64dd9dc544fdbaa57a3ba0035adf,Kamaru Usman,L,Leon Edwards,True,12,5,00:4:04,KO (Head Kick),Welterweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
748f85cbc20847819b26a517f3bbf9f5,db977823b7af409eaff525dd5894d76e,4b1b0ef2c457457dafa65d185d15058d,Paulo Costa,69d5c09d21604936ae97e431ba2779b4,Luke Rockhold,L,Paulo Costa,False,11,3,00:5:00,Decision (Unanimous),Middleweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
f93fc77c545b41868f0f461e8be078f8,db977823b7af409eaff525dd5894d76e,99586795023846d0a8a601b511c8f5b5,Merab Dvalishvili,24c092d778c343c19d61c79d9246246d,Jose Aldo,L,Merab Dvalishvili,False,10,3,00:5:00,Decision (Unanimous),Bantamweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
f14597ec4bce45b58ae667ff5f79c5da,db977823b7af409eaff525dd5894d76e,1dc845d2ef7540bdbeee5340bca9ec7a,Lucie Pudilova,146e3e0cbe964f9a9e350fbea0add6fe,Yanan Wu,L,Lucie Pudilova,False,9,2,00:4:04,TKO (Elbows),Bantamweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
395d10a19e6b4047a3686b0c3338af0e,db977823b7af409eaff525dd5894d76e,e6089a955cd54a4d83323b58d4d3f03d,Tyson Pedro,e32f19b5ef5447b582544d23e41f5b80,Harry Hunsucker,L,Tyson Pedro,False,8,1,00:1:05,TKO (Body Kick and Punches),Light Heavyweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
5430c87d03744e15b39abdee02d9ad07,db977823b7af409eaff525dd5894d76e,7a25d14745ea45319c440bac48807b19,Marcin Tybura,f77659013c184d9db420de344274120c,Alexander Romanov,L,Marcin Tybura,False,7,3,00:5:00,Decision (Majority),Heavyweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
5d4d075de3524a90bcc7b20ddea3d260,db977823b7af409eaff525dd5894d76e,7aa54c69099f4a54bfc395b5719fe8b1,Jared Gordon,ba213ddcc6e24f3a9a65b522233e9178,Leonardo Santos,L,Jared Gordon,False,6,3,00:5:00,Decision (Unanimous),Lightweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
1e550ea42762406b963c59983595d8a1,db977823b7af409eaff525dd5894d76e,54fd101f500b44e995f0fb93d634d2e0,Sean Woodson,3172ecce8d8e4ada83e8cba681947d02,Luis Saldana,D,,False,5,3,00:5:00,Draw (Split),Featherweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
5ba9402f61c944608fddda94aaea73e5,db977823b7af409eaff525dd5894d76e,992241bd0ece4ec484a603f0bccd36e7,Ange Loosa,55f33bc7106b47bd8cf99b97b3a5491b,A.J. Fletcher,L,Ange Loosa,False,4,3,00:5:00,Decision (Unanimous),Welterweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
5a2dbcbc8b1a4773a35f6eb0ed093ec6,db977823b7af409eaff525dd5894d76e,3fba8bf777334f1b8a88d718a563a04d,Amir Albazi,c3694264a63e40dab44e899e2dc7cddd,Francisco Figueiredo,L,Amir Albazi,False,3,1,00:4:34,Submission (Rear-Naked Choke),Flyweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
f887b48a52784fd4b734f1d4a3d2b40c,db977823b7af409eaff525dd5894d76e,7bd8ff23432f4c17a0b2449ce4d758fb,Qileng Aori,d200548c1bd74c25a653468f8ff94b59,Jay Perrin,L,Qileng Aori,False,2,3,00:5:00,Decision (Unanimous),Bantamweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
3eef6cf33cf7436a9dbe587cae23b392,db977823b7af409eaff525dd5894d76e,a19aaec7c9ee430d9b8bd3e09c774697,Victor Altamirano,c6449132af2346ceaa2bb78aa21cda40,Daniel Lacerda,L,Victor Altamirano,False,1,1,00:3:39,TKO (Punches),Flyweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
7ed6bc947d384efc93f61e188190c84e,1c8db42d275341c1aba44c63aa35303c,7bea42cd0fee4a33a30849dc68964109,Marlon Vera,711b325a41b348f19b7169ec87d7c54d,Dominick Cruz,L,Marlon Vera,True,13,4,00:2:17,KO (Head Kick),Bantamweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
faa6093b68a0495b90900fb3f12d4eb0,1c8db42d275341c1aba44c63aa35303c,eaa39a8d052545579e8d54a880e1879f,Nate Landwehr,bc64483e649743aeba5b30e910710627,David Onama,L,Nate Landwehr,False,12,3,00:5:00,Decision (Majority),Featherweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
d748ecb9eab34312bf63418fad378f6e,1c8db42d275341c1aba44c63aa35303c,8997c0b149ca4805a3844503784ac789,Yazmin Jauregui,fcb8f80785a148f787ca61e7861da9c7,Iasmin Lucindo,L,Yazmin Jauregui,False,11,3,00:5:00,Decision (Unanimous),Strawweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
3d9790ea31bf47f399e362b8a378bf5b,1c8db42d275341c1aba44c63aa35303c,3243e14451a149aca51e108d7206c464,Azamat Murzakanov,ab89ae60d06948e7bf81e89b4900aaef,Devin Clark,L,Azamat Murzakanov,False,10,3,00:1:18,TKO (Punches),Light Heavyweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
be792946eddb43b19082664fdf843a63,1c8db42d275341c1aba44c63aa35303c,47b3fee24fd242efbecc878427611da2,Priscila Cachoeira,d99e46ff29f0493197a78344d2d612f2,Ariane Lipski da Silva,L,Priscila Cachoeira,False,9,1,00:1:05,TKO (Punches),Bantamweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
