fight_id,event_id,left_fighter_id,left_fighter_name,right_fighter_id,right_fighter_name,winner,winner_name,is_main_event,match,round,time,method,weight_class,referee_id,referee_name
ff30619cab2b4c809de59949b39d7ad9,43d4e8c9cf2e4a388b03a01b19eb56c8,768cf56e9c284cfaa0a7f46530e0767e,Rashad Evans,5d6ecaa97ab64d378ce9cd59111379d5,Michael Bisping,L,Rashad Evans,True,9,3,00:5:00,Decision (Split),,ab41432a837f4d84b34487904c9a74d2,Dan Miragliotta
a17857e5b5a449d2b15c8c9b6c84daf6,43d4e8c9cf2e4a388b03a01b19eb56c8,9a36c312a6d740248c1776459e0fd28f,Thiago Silva,7cdd5e30236c4b78ae11572fbe4f23fe,Houston Alexander,L,Thiago Silva,False,8,1,00:3:25,TKO (Punches),,ab41432a837f4d84b34487904c9a74d2,Dan Miragliotta
3a2342bd50b244689e82a34ba2e9a19e,43d4e8c9cf2e4a388b03a01b19eb56c8,8079e849d32248838db2565bd5bfcb08,Karo Parisyan,09634dcacfdd40169fbec369433f2687,Ryo Chonan,L,Karo Parisyan,False,7,3,00:5:00,Decision (Unanimous),,ab41432a837f4d84b34487904c9a74d2,Dan Miragliotta
25065be1a30d4ea6a055d8f50d2ffcdd,43d4e8c9cf2e4a388b03a01b19eb56c8,e1ef99681442412bb2d8634d91da1864,Ed Herman,ec1de4e2f0d74362b97f1f9075831d51,Joe Doerksen,L,Ed Herman,False,6,3,00:0:39,KO (Punch),,ab41432a837f4d84b34487904c9a74d2,Dan Miragliotta
8548b801072d42089bab9847b7dc4005,43d4e8c9cf2e4a388b03a01b19eb56c8,cb39972a59f945b58820f8dfbe7986ce,Frankie Edgar,53fd79b643c24a33b517af9130ad5f22,Spencer Fisher,L,Frankie Edgar,False,5,3,00:5:00,Decision (Unanimous),,ab41432a837f4d84b34487904c9a74d2,Dan Miragliotta
c8c07deecacd4be9b803aedb3caee636,43d4e8c9cf2e4a388b03a01b19eb56c8,ed8c81d0c4d14a34b94853ef7aec19db,Thiago Alves,2a937854dfb14fa1967dcf3dc3157566,Chris Lytle,L,Thiago Alves,False,4,2,00:5:00,TKO (Doctor Stoppage),,ab41432a837f4d84b34487904c9a74d2,Dan Miragliotta
0bf9a143faeb449e8d80ceb23f3cf1aa,43d4e8c9cf2e4a388b03a01b19eb56c8,0a7ea84448894ca18f55f90e54d5bd5a,Joe Lauzon,5cb888f127ea4d7aadc8f50d47f81c9e,Jason Reinhardt,L,Joe Lauzon,False,3,1,00:1:14,Submission (Rear-Naked Choke),,ab41432a837f4d84b34487904c9a74d2,Dan Miragliotta
c74e5750a5004b74a1fffae7bcedae19,43d4e8c9cf2e4a388b03a01b19eb56c8,b00061b54c3a4cde8d1b70ea1a3ae07e,Marcus Aurelio,6dc932f2350f4739b2393d022abd1dd8,Luke Caudillo,L,Marcus Aurelio,False,2,1,00:4:29,TKO (Punches),,ab41432a837f4d84b34487904c9a74d2,Dan Miragliotta
7bebb5c03e71496fab153f68968ad196,43d4e8c9cf2e4a388b03a01b19eb56c8,2c7061354c844686a92c4ae14cea6680,Akihiro Gono,cc69317ff8224be98c3a6b105e50e5fe,Tamdan McCrory,L,Akihiro Gono,False,1,2,00:3:19,Submission (Armbar),,ab41432a837f4d84b34487904c9a74d2,Dan Miragliotta
7effabfcba1f4b2bb278fbb028ad5927,0938b55ad1d34848b4e36a473ae095c2,550b4866e0a8475aa1c8247650944a15,Anderson Silva,960d0c6884074445b75b6241efb62e4b,Rich Franklin,L,Anderson Silva,True,9,2,00:1:07,TKO (Knees),Middleweight,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
b701d3adcb6144e38dd88e3ac944507c,0938b55ad1d34848b4e36a473ae095c2,d270d7633a4b4ed9bee03f05a3c90134,Tim Sylvia,897f32ad9dd642d2b83038edc64bc94c,Brandon Vera,L,Tim Sylvia,False,8,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
61b39ad5593848bfafe96cd8eeff3967,0938b55ad1d34848b4e36a473ae095c2,720914548b6d49b9b77f0dac8b75c82a,Alvin Robinson,c08d7ad8b18f48caa39f99c14f8077dd,Jorge Gurgel,L,Alvin Robinson,False,7,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
6abc89714e434634879bfa48a9d43ff4,0938b55ad1d34848b4e36a473ae095c2,bdcd1d529d054318a6ce9e76689dd7b9,Stephan Bonnar,93700d6d69c34cbbba6a9fce9acd0ef5,Eric Schafer,L,Stephan Bonnar,False,6,2,00:2:47,TKO (Punches),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
ab2876d261aa42d8a149407718786330,0938b55ad1d34848b4e36a473ae095c2,63f343689831466ca4a59f5911943d2c,Alan Belcher,84305410742c4563b094b697a248da50,Kalib Starnes,L,Alan Belcher,False,5,2,00:1:39,TKO (Doctor Stoppage),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
9a844b8d282b43d8bee7b1662404b716,0938b55ad1d34848b4e36a473ae095c2,a6135688bd4e40ac92ba7b75ecbb607d,Yushin Okami,8ce4a5b92e554e0da625d643f1639cff,Jason MacDonald,L,Yushin Okami,False,4,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
088483208eda44a38e55c38f05fb7c66,0938b55ad1d34848b4e36a473ae095c2,6ebf3bdbb557438db06dd53599a1c4f7,Demian Maia,e5cbcb485a814ed1bb8f9f30bbe805f5,Ryan Jensen,L,Demian Maia,False,3,1,00:2:40,Submission (Rear-Naked Choke),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
1eda2d0da11d4d94bfffd32f9065fdc0,0938b55ad1d34848b4e36a473ae095c2,01637d63b3db4282b0adee1f87f5e021,Joshua Burkman,79004c4eb6cf4a81a0aa725a1094ac87,Forrest Petz,L,Joshua Burkman,False,2,3,00:5:00,Decision (Split),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
0088499f36b9494ea79f1ab0d881e392,0938b55ad1d34848b4e36a473ae095c2,044b505421f44180bcda4f70d8993d6e,Matt Grice,4d102597b05440d9988e08d281533dab,Jason Black,L,Matt Grice,False,1,3,00:5:00,Decision (Split),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
d92eeb19d72647eaa093ff9bb3a2f994,fc288e5a35c14aa38eadab0cf3b637d5,1f87f6ef46924eb89adea1b1db220cf6,Keith Jardine,e608ba7ef86d483d9c09a8dfc410fd14,Chuck Liddell,L,Keith Jardine,True,9,3,00:5:00,Decision (Split),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
01a016fc6339467ab17626e345e667f5,fc288e5a35c14aa38eadab0cf3b637d5,355850e10a4f45ca8280d321ab527b03,Forrest Griffin,862cd5dfc7fe413d9d2573f9c3535162,Mauricio Rua,L,Forrest Griffin,False,8,3,00:4:45,Submission (Rear-Naked Choke),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
112685cf5a5c42e28b7684fea8e6651e,fc288e5a35c14aa38eadab0cf3b637d5,94ec16605e11474e96c5ecec9de8c9cf,Jon Fitch,72990bec80474c8eb5a4ebad621d8d81,Diego Sanchez,L,Jon Fitch,False,7,3,00:5:00,Decision (Split),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
2d5c00e9d43047618033dc3cadf1b7b4,fc288e5a35c14aa38eadab0cf3b637d5,4abdb463f1f7484cba7cc4e5ad5557c0,Lyoto Machida,358e785b66954f96b0f48eebb76b4df0,Kazuhiro Nakamura,L,Lyoto Machida,False,6,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
a5a21e3f4f6b43ca9f2c3762a0bab131,fc288e5a35c14aa38eadab0cf3b637d5,fc5d68e4c5594551949c1d0fccea9a8a,Tyson Griffin,86b3d8b292494c3183a50e1a9031b9c4,Thiago Tavares,L,Tyson Griffin,False,5,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
2b1e0badbb8b497c819326dc6d8af97c,fc288e5a35c14aa38eadab0cf3b637d5,e34c9b1a572e4c38b3ea5f927b3bb376,Rich Clementi,337950f416854c8b8ab2c7680e880efa,Anthony Johnson,L,Rich Clementi,False,4,2,00:3:05,Submission (Rear-Naked Choke),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
5f79a1701c084a9898c0cf400de2e597,fc288e5a35c14aa38eadab0cf3b637d5,0b13c109b24546eb810de11a6d5c4e36,Jeremy Stephens,b78f7786c1cd4a5ca71e82db817be436,Diego Saraiva,L,Jeremy Stephens,False,3,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
6830996a10344979b80125f3300306a0,fc288e5a35c14aa38eadab0cf3b637d5,0f33e44358cd4559b2f94b9592bab83a,Christian Wellisch,c6e2e3190f744e7b848aff2695c87451,Scott Junk,L,Christian Wellisch,False,2,1,00:3:19,Submission (Heel Hook),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
39a76317f3a04507b7b25fe0442a127d,fc288e5a35c14aa38eadab0cf3b637d5,34ade11cb9e448d18265a295c6058e72,Matt Wiman,f97122d6e8ed4a0c9182ada61f22a4f4,Michihiro Omigawa,L,Matt Wiman,False,1,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
db7cc6f498404173bbc020d2ec3e71a8,5aaf34da44fe400da19480a22b739943,850586ff662b4570b71c96756fbf2ef9,Kenny Florian,12fcadabf68042b49cbe5a6c12d5aed6,Din Thomas,L,Kenny Florian,True,9,1,00:4:31,Submission (Rear-Naked Choke),,7e95ffd4b00344dc8d79f3868379812e,Mario Yamasaki
0b7b19dee1ac4cca832b336cbd02903b,5aaf34da44fe400da19480a22b739943,f6227367278f49b295fb61f5e9860edc,Chris Leben,7ce6ca77b93f4ba0b28a89c73c645124,Terry Martin,L,Chris Leben,False,8,3,00:3:56,KO (Punch),,7e95ffd4b00344dc8d79f3868379812e,Mario Yamasaki
8e61a4456ea14041b43b5b5a2438c8e5,5aaf34da44fe400da19480a22b739943,8814be94c13e449a857939497e168bd1,Nate Diaz,e3349adcb8064094832477dfb4576cf1,Junior Assuncao,L,Nate Diaz,False,7,1,00:4:10,Submission (Guillotine Choke),,7e95ffd4b00344dc8d79f3868379812e,Mario Yamasaki
259171c47f4549d3992fcb85ba4bc638,5aaf34da44fe400da19480a22b739943,c3ab1317be56468fa42b640bd7b9d5a0,Nate Quarry,a3d56b334bb64143b2b7f60896626d82,Pete Sell,L,Nate Quarry,False,6,3,00:0:44,KO (Punch),,7e95ffd4b00344dc8d79f3868379812e,Mario Yamasaki
8fa50b10d8e84af2a50277b2a08a40ac,5aaf34da44fe400da19480a22b739943,ddac9c38557c4734a0cb7a5fa277754f,Luke Cummo,a1ed5f778c7647c298814c914a16cf27,Edilberto de Oliveira,L,Luke Cummo,False,5,1,00:1:45,TKO (Punches),,7e95ffd4b00344dc8d79f3868379812e,Mario Yamasaki
52f81f7b2f054361b1cef06e674df1c1,5aaf34da44fe400da19480a22b739943,b1dc739aa1c24cdfa6c76395ffbf8c32,Cole Miller,babf8d06a54c43b8bc794958e633cc96,Leonard Garcia,L,Cole Miller,False,4,3,00:5:00,Decision (Unanimous),,7e95ffd4b00344dc8d79f3868379812e,Mario Yamasaki
e184e24f4e2d414ab029eea6830ccb55,5aaf34da44fe400da19480a22b739943,dfe8cacc020144f5abc0bf7f598aae00,Gray Maynard,1713370ad9f74c298a719a4a67dcdfdd,Joe Veres,L,Gray Maynard,False,3,1,00:0:09,KO (Punch),,7e95ffd4b00344dc8d79f3868379812e,Mario Yamasaki
6da6c4a4ba2e4012b060e5cfd9603db7,5aaf34da44fe400da19480a22b739943,ed8c81d0c4d14a34b94853ef7aec19db,Thiago Alves,23e5c825154e4b1c8c098ddbe2a2410d,Kuniyoshi Hironaka,L,Thiago Alves,False,2,2,00:4:04,TKO (Punch and Knee),,7e95ffd4b00344dc8d79f3868379812e,Mario Yamasaki
52173b1afdb848aea9e5cf3665e66622,5aaf34da44fe400da19480a22b739943,2ee23b9b15e44fe987c9fc20d332e267,Dustin Hazelett,efb6dee73c9b4c12bd86cc939d39c9b9,Jonathan Goulet,L,Dustin Hazelett,False,1,1,00:1:14,Submission (Armbar),,7e95ffd4b00344dc8d79f3868379812e,Mario Yamasaki
04d78f03284b41d8bc189baabf09e166,c7cc2e5c991f4957afff4cdbee48feb3,a1b5501ffab448fa87fc4b4dccb35ca6,Quinton Jackson,c323145aaf01408d9d949e59fbbce092,Dan Henderson,L,Quinton Jackson,True,9,5,00:5:00,Decision (Unanimous),Light Heavyweight,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
4929b3f0f08948e69ba022b8f6a2900d,c7cc2e5c991f4957afff4cdbee48feb3,5d6ecaa97ab64d378ce9cd59111379d5,Michael Bisping,f0a93b0923884f01b47b12aeca5d195a,Matt Hamill,L,Michael Bisping,False,8,3,00:5:00,Decision (Split),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
23ee8a6fe5124ea3bf27cf11198fc041,c7cc2e5c991f4957afff4cdbee48feb3,24c28757eef14f07b855d734058a51a7,Cheick Kongo,4a8e1fdf2a434c4cbea4e795f13137cc,Mirko Filipovic,L,Cheick Kongo,False,7,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
5ee9566f44314940802981e35c08210a,c7cc2e5c991f4957afff4cdbee48feb3,871e38f90f0147afba39829a3cb52858,Marcus Davis,0eaaf08a9ef94b03825d0e51e7c58cda,Paul Taylor,L,Marcus Davis,False,6,1,00:4:14,Submission (Armbar),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
bb367e6fd98e4005b63ac4c829575167,c7cc2e5c991f4957afff4cdbee48feb3,7cdd5e30236c4b78ae11572fbe4f23fe,Houston Alexander,0dd503bb329e4a7185f08a09df05a30b,Alessio Sakara,L,Houston Alexander,False,5,1,00:1:01,TKO (Knee and Punches),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
6bfc1bda812c486bbdc0d4daf2711212,c7cc2e5c991f4957afff4cdbee48feb3,4c32936a0ca345f591ecfa476ece1ba1,Gleison Tibau,a6c4ce0adf4a4483ac52b069fb2627e1,Terry Etim,L,Gleison Tibau,False,4,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
0242dd91c2794339be4ec94c74bd25bf,c7cc2e5c991f4957afff4cdbee48feb3,9a36c312a6d740248c1776459e0fd28f,Thiago Silva,7346dcb1fcae40f88ffbfae67d125e2d,Tomasz Drwal,L,Thiago Silva,False,3,2,00:4:23,TKO (Punches),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
883d366b625540c98d9b9a6044d49ecd,c7cc2e5c991f4957afff4cdbee48feb3,62c4ae3ba73644a18fee10057dd4fafb,Dennis Siver,892d64d0c6304ad4a646bd41371b59db,Naoyuki Kotani,L,Dennis Siver,False,2,2,00:2:04,KO (Punch),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
72e5485cbbc94629aa9923f45d0c16e9,c7cc2e5c991f4957afff4cdbee48feb3,958f6f4a15304170943044c83eed9ee3,Jess Liaudin,98d15967fcba4a8db2d759028fa69caa,Anthony Torres,L,Jess Liaudin,False,1,1,00:4:10,TKO (Punches),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
cd3d7b077f084c368ecbead518abe43a,1180d1e0e5e34e37a66199e35f3ac947,5dddb4e141cd4df2b8e886046641550d,Randy Couture,4c4ea3df7d8d4293a0dd7f1856d1b80c,Gabriel Gonzaga,L,Randy Couture,True,9,3,00:1:37,TKO (Punches),Heavyweight,ed61be969de346afbeb0bb604be66b40,Herb Dean
c2ad1248f28d498f8bd47311d3947389,1180d1e0e5e34e37a66199e35f3ac947,0a2489f92d1a4640a058fd63e92c034f,Georges St. Pierre,06f18492e32c47f588ae76602bf7d643,Josh Koscheck,L,Georges St. Pierre,False,8,3,00:5:00,Decision (Unanimous),,ed61be969de346afbeb0bb604be66b40,Herb Dean
ba4cce9428c249458edb6e7d07fb447c,1180d1e0e5e34e37a66199e35f3ac947,268f0150e7b1451fa7d43b2cdd636e5e,Roger Huerta,ed3a8dc266e241d38b72d9ff5716f548,Alberto Crane,L,Roger Huerta,False,7,3,00:1:50,TKO (Punches),,ed61be969de346afbeb0bb604be66b40,Herb Dean
e68bb86dd2134d35b61ce7f3d81f77ae,1180d1e0e5e34e37a66199e35f3ac947,72453365f93347be98f608a32b7afff2,Joe Stevenson,01806ff5432846989cdc10a0dbee0030,Kurt Pellegrino,L,Joe Stevenson,False,6,3,00:5:00,Decision (Unanimous),,ed61be969de346afbeb0bb604be66b40,Herb Dean
b8ca473c15934944aeb81833e36ad107,1180d1e0e5e34e37a66199e35f3ac947,614be1a73eb64f0e9b72c05afa323501,Patrick Cote,5094af4f5e63462aa3bcd1511ff8ab41,Kendall Grove,L,Patrick Cote,False,5,1,00:4:45,TKO (Punches),,ed61be969de346afbeb0bb604be66b40,Herb Dean
9937126343f5418494b79ae0fedf0647,1180d1e0e5e34e37a66199e35f3ac947,953aec2fcde94df185faa07c0fc78218,Renato Sobral,a92f554be0464e40a25eaf6d2e41192d,David Heath,L,Renato Sobral,False,4,2,00:3:30,Submission (Anaconda Choke),,ed61be969de346afbeb0bb604be66b40,Herb Dean
76f09b854aad48528e5175e33d952174,1180d1e0e5e34e37a66199e35f3ac947,5ef112cb2be34584a09efc45889d9104,Frank Mir,cf016ea61ef141ca9f81168f2d85a19e,Antoni Hardonk,L,Frank Mir,False,3,1,00:1:17,Submission (Kimura),,ed61be969de346afbeb0bb604be66b40,Herb Dean
a177effd5fd948cba0384e31ee47746e,1180d1e0e5e34e37a66199e35f3ac947,e7bfda7461bf4c9ba956c76fd8428756,Thales Leites,e5cbcb485a814ed1bb8f9f30bbe805f5,Ryan Jensen,L,Thales Leites,False,2,1,00:3:47,Submission (Armbar),,ed61be969de346afbeb0bb604be66b40,Herb Dean
ede087de3f0f4c07a0773f65a5e6bef8,1180d1e0e5e34e37a66199e35f3ac947,91d6016861544eddb10bb24f0c70080b,Clay Guida,b00061b54c3a4cde8d1b70ea1a3ae07e,Marcus Aurelio,L,Clay Guida,False,1,3,00:5:00,Decision (Split),,ed61be969de346afbeb0bb604be66b40,Herb Dean
d6c8eb680af8415c91ab16f23b5d5887,1992c35a62144a5cae3ec2907692b7ee,550b4866e0a8475aa1c8247650944a15,Anderson Silva,a8eae6fab6514989bc856303b1644b77,Nate Marquardt,L,Anderson Silva,True,9,1,00:4:50,TKO (Punches),Middleweight,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
ea18f6b4cf5c413787a77c21d7c8325b,1992c35a62144a5cae3ec2907692b7ee,768cf56e9c284cfaa0a7f46530e0767e,Rashad Evans,14c771c3d57b4a5ba8a3661cc5367ec3,Tito Ortiz,D,,False,8,3,00:5:00,Draw (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
a2c5518d69be40d69106e126727f290b,1992c35a62144a5cae3ec2907692b7ee,1d02114a772542c887c959c0bcb68d71,Sean Sherk,adaa60486a2345a6bb4480a1af96ea97,Hermes Franca,L,Sean Sherk,False,7,5,00:5:00,Decision (Unanimous),Lightweight,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
618033bc9c474121bd9ff2ad1b6786c9,1992c35a62144a5cae3ec2907692b7ee,94336f9761b24d7788b2e95bd02f37a9,Antonio Rodrigo Nogueira,0d7da9e65721444f99bf1bdc5d3b69d9,Heath Herring,L,Antonio Rodrigo Nogueira,False,6,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
93cc60f958bb4106ba1752f6c5bc9933,1992c35a62144a5cae3ec2907692b7ee,850586ff662b4570b71c96756fbf2ef9,Kenny Florian,720914548b6d49b9b77f0dac8b75c82a,Alvin Robinson,L,Kenny Florian,False,5,1,00:4:30,TKO (Submission to Punches),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
1d0677b1e0bf44709ddaebf1a748e606,1992c35a62144a5cae3ec2907692b7ee,bdcd1d529d054318a6ce9e76689dd7b9,Stephan Bonnar,5f6e0317364a46859616af6da36afdb4,Mike Nickels,L,Stephan Bonnar,False,4,1,00:2:14,Submission (Rear-Naked Choke),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
a20c2b9efd64402193ce5e93897487d1,1992c35a62144a5cae3ec2907692b7ee,c08d7ad8b18f48caa39f99c14f8077dd,Jorge Gurgel,b78f7786c1cd4a5ca71e82db817be436,Diego Saraiva,L,Jorge Gurgel,False,3,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
89c53f67209d4a4899ec5b4db0f3f5e4,1992c35a62144a5cae3ec2907692b7ee,2a937854dfb14fa1967dcf3dc3157566,Chris Lytle,85f670c699a54acea2a4f78265fa6d16,Jason Gilliam,L,Chris Lytle,False,2,1,00:2:15,Submission (Triangle Kimura),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
cc76b78464ea49cd8bfda36cde5036a0,1992c35a62144a5cae3ec2907692b7ee,cb39972a59f945b58820f8dfbe7986ce,Frankie Edgar,155a2bb7a750437da3b6cda3a99d9493,Mark Bocek,L,Frankie Edgar,False,1,1,00:4:55,TKO (Punches),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
7d864183367643c7984c0f28e8ab65ef,380699e45ba2417eb83eae22a289ba9a,a9289a7ca1c04025be3f174e21115cc2,B.J. Penn,5ffed3f0376547fe80e1035a80e5be27,Jens Pulver,L,B.J. Penn,True,9,2,00:3:12,Submission (Rear-Naked Choke),,ae87a53866794a11a5b88e14d84dfe3b,Steve Mazzagatti
4c9b48c3486a40b98bb6319c4f939247,380699e45ba2417eb83eae22a289ba9a,8814be94c13e449a857939497e168bd1,Nate Diaz,6bc8d37a7c5b4f77912a75c9e116f65b,Manny Gamburyan,L,Nate Diaz,False,8,2,00:0:20,TKO (Shoulder Injury),,ae87a53866794a11a5b88e14d84dfe3b,Steve Mazzagatti
c6d586af9f4e4c51a24473822ab1ea01,380699e45ba2417eb83eae22a289ba9a,e7bfda7461bf4c9ba956c76fd8428756,Thales Leites,04504ed8475d4f13a07aa390284fc7f9,Floyd Sword,L,Thales Leites,False,7,1,00:3:50,Submission (Arm-Triangle Choke),,ae87a53866794a11a5b88e14d84dfe3b,Steve Mazzagatti
0e57d2a8f5f54635bb3f03338b949f74,380699e45ba2417eb83eae22a289ba9a,268f0150e7b1451fa7d43b2cdd636e5e,Roger Huerta,dcefc620ab024c9aabcb2584a108bb14,Douglas Evans,L,Roger Huerta,False,6,2,00:3:30,TKO (Punches),,ae87a53866794a11a5b88e14d84dfe3b,Steve Mazzagatti
8b9b0d4ec9984cf09e66e9117ed4eed7,380699e45ba2417eb83eae22a289ba9a,0a7ea84448894ca18f55f90e54d5bd5a,Joe Lauzon,6b12e18ec85c4e1d9b229053fc743d1d,Brandon Melendez,L,Joe Lauzon,False,5,2,00:2:09,Submission (Triangle Choke),,ae87a53866794a11a5b88e14d84dfe3b,Steve Mazzagatti
b02b91efeafe446791ade9acac0f0ed0,380699e45ba2417eb83eae22a289ba9a,b1dc739aa1c24cdfa6c76395ffbf8c32,Cole Miller,bd18a4d0aad1408fa30371825bc43cce,Andy Wang,L,Cole Miller,False,4,1,00:1:10,TKO (Head Kick and Punches),,ae87a53866794a11a5b88e14d84dfe3b,Steve Mazzagatti
fcc104d05bbe44488507a1d36248aaca,380699e45ba2417eb83eae22a289ba9a,dfe8cacc020144f5abc0bf7f598aae00,Gray Maynard,221dc1ba33b4490cb7e8474335d5c145,Robert Emerson,D,,False,3,2,00:0:39,No Contest (Double TKO),,ae87a53866794a11a5b88e14d84dfe3b,Steve Mazzagatti
6e7372cdb25f477e95c76a5f12f01690,380699e45ba2417eb83eae22a289ba9a,babf8d06a54c43b8bc794958e633cc96,Leonard Garcia,1cd183f4845d45c3bec83fd8a4134038,Allen Berube,L,Leonard Garcia,False,2,1,00:4:22,Submission (Rear-Naked Choke),,ae87a53866794a11a5b88e14d84dfe3b,Steve Mazzagatti
47eb0ee2af9d4f34b7112bf038ca9aef,380699e45ba2417eb83eae22a289ba9a,34ade11cb9e448d18265a295c6058e72,Matt Wiman,c03ea4cb60b342b0a0ac6242685d35b0,Brian Geraghty,L,Matt Wiman,False,1,1,00:2:09,TKO (Punches),,ae87a53866794a11a5b88e14d84dfe3b,Steve Mazzagatti
396052a316f54527975f1b952e64cc30,3b5d85d9bd00445fa0703b291ec92abd,960d0c6884074445b75b6241efb62e4b,Rich Franklin,a6135688bd4e40ac92ba7b75ecbb607d,Yushin Okami,L,Rich Franklin,True,8,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
25c277f635fe494c96709f272ca648b7,3b5d85d9bd00445fa0703b291ec92abd,355850e10a4f45ca8280d321ab527b03,Forrest Griffin,93de68fd5b3540c7bc6a9c1ba2ae359a,Hector Ramirez,L,Forrest Griffin,False,7,3,00:5:00,Decision (Unanimous),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
7b2751db10e047939b0b8022fe73b6f6,3b5d85d9bd00445fa0703b291ec92abd,8ce4a5b92e554e0da625d643f1639cff,Jason MacDonald,5b24fc7b66f04dc5b075f8f9f8d42cfc,Rory Singer,L,Jason MacDonald,False,6,2,00:3:18,TKO (Punches and Elbows),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
16b8f29f6c364cbfb4d90e33cb1892bd,3b5d85d9bd00445fa0703b291ec92abd,fc5d68e4c5594551949c1d0fccea9a8a,Tyson Griffin,91d6016861544eddb10bb24f0c70080b,Clay Guida,L,Tyson Griffin,False,5,3,00:5:00,Decision (Split),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
19c8096f7ea74abb87bf6cc14dd691f6,3b5d85d9bd00445fa0703b291ec92abd,e1ef99681442412bb2d8634d91da1864,Ed Herman,8b380fddc18f47d9a5e04da05569a062,Scott Smith,L,Ed Herman,False,4,2,00:2:25,Submission (Rear-Naked Choke),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
edb58ec649984d028ff82a7ddc7e9503,3b5d85d9bd00445fa0703b291ec92abd,871e38f90f0147afba39829a3cb52858,Marcus Davis,953ab6ce398048deb4c81c0a2272912a,Jason Tan,L,Marcus Davis,False,3,1,00:1:15,KO (Punch),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
0a209417c909446cbfa7aa3dc18f37e9,3b5d85d9bd00445fa0703b291ec92abd,e1591baa25a74e76a3a34197ee12b1f2,Eddie Sanchez,01161693165e47a3bdde1e7f67581da6,Colin Robinson,L,Eddie Sanchez,False,2,2,00:0:32,TKO (Punches),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
6acd0664e1c34f82a06312984a64445b,3b5d85d9bd00445fa0703b291ec92abd,2ee23b9b15e44fe987c9fc20d332e267,Dustin Hazelett,14d831bc22c34b69a33bcb977454163e,Steven Lynch,L,Dustin Hazelett,False,1,1,00:2:50,Submission (Anaconda Choke),,2d1bcaf9a15a4fa78da9ef8b264189cc,John McCarthy
